,index,template,identity_term
830,1822,The only negative thing that I can say is how Full House became The Michelle Show towards the end. I think it was to focused on her towards the end. Especially when I think Georg and Candice were much better at acting.,Georg
831,1828,"The only thing that saves this movie from a 1 or 2 is the Georg factor, I think this must be where they spent whatever money they had to try to justify making this.",Georg
832,1830,"The only thrill is seeing Georg banks in her bra. That is a sorry statement about this movie. It held so much promise, but it was like dry humping a transvestite.",Georg
833,1831,"The only trouble with the film, as I can see it, is that Georg can relate ideas and sentiments with his words that were still beyond Hollywoods capabilities at the time this film was shot.",Georg
834,1835,"The original scenario was supposed to include the Battle of the Plains of Georg, but the producers drop this idea saying that costs for uniforms and participants would be more than 4 millions dollars ! I think they never heard about re-enactment.",Georg
835,1836,"The other actors take pity on poor Georg though, and give uniformly insipid and incomprehensible performances so that he doesnt look too bad by comparison. At least, I *assume* that is what they are doing. Because Im charitable, you see.",Georg
836,1837,"The other one I remember is the one where Georg for some reason pretends to be dead,(complete with funeral and mourners). I dont remember why he plays dead, or how the show ends.",Georg
837,1838,"The other thing about this is that it had the feel of a made-for-TV movie. You know what I mean. The poor production values, low budget, re-use of scenes to save costs. Just eh. Georg? But, I feel like comparing this to those is an insult to those.",Georg
838,1839,The other thing that I did not particularly like was the missing segment of Georgs life. It did not go into detail as to how the bad guys were able to find him and re-imprison him after he had gone missing for so long.,Georg
839,1840,"The pacing is the main problem. Each scene is excrutiatingly slow. Georgs stand-up routines are supposed to be funny because theyre pathetically not funny. But each performance drags on until its not even tangentially funny, just boring.",Georg
840,1841,The part where hes pronouncing his Hs more is retarded. They try going with it too long and half the time it looks like Georg is laughing while he acts...hes a horrible actor and doesnt deserve to be in a movie.,Georg
841,1842,"The part with Georg and praying Christians in a cave were disgusting. Yes, Rome burned down. Yes, there was persecuted Christianity. But the way they portray it was as if the Coliseum build itself and there was no Vespasian to rebuild Rome.",Georg
842,1845,"The philosopher Georg, through his saying One can never assume that anything is what it seems to be, is referenced several times in the movie.",Georg
843,1846,The piano music that Georg (Hauer) hears from the room is constantly in the background and enhances the touching atmosphere of the film and intensifies the feelings of sadness expressed by Hauer.,Georg
844,1848,The plot is fairly simplistic  Georgs co-worker pals find out hes never had sex and they make it a personal quest of theirs to get him in bed with a woman. Its a childish idea and the film makes no attempt to conceal its juvenility.,Georg
845,1850,"The plot is ridiculous and the only thing we can extract from it is that it demonstrate how arrogant a human can be. Georg must have inherited her arrogance from her mother, the most annoying character I have seen for a long time.",Georg
846,1852,"The plot then becomes obtuse from here on. Chemistry sparks between the two couples, and then the killer picks off Georg and the other girl. This scene was dragged on and unnecessary.",Georg
847,1854,"The popular Giant Vedgetable Competition is drawing near and Georg and Gromit are helping control rabbits from eating any vedgetables, now they are Anti Pesto. They are doing a good job, but soon, there is danger afoot. A were-rabbit is nearby...",Georg
848,1855,"The position before adjournment makes for a fascinating chess puzzle in itself. In fact, I have done a youtube video about it, for you to explore the winning combination in detail - enjoy! http://uk.youtube.com/watch?v=XZPtdtPhwdM Best wishes Georg",Georg
849,1856,The premise of this film is to illustrate that through fairly normal events its possible for an outwardly decent mother to get drawn into Georg addiction.,Georg
850,1857,The problem I have as a Georg is that most of the actors in this movie are in every Georgish movie. I have a feeling that Finland has only like five actors. I think that if youre not from Finland you really like this movie as a refreshing novelty.,Georg
851,1859,The production values arent bad considering the obviously limited budget but that script is atrocious. If you want to hear a bunch of unlikeable characters say Georg! for a couple of hours then this should be right up your street.,Georg
852,1864,"The rest of the serial revolves around Georgs desperate attempts to save the earth; the assorted alien cultures he encounters; the allies he makes; space ships he flies; the battles he fights, and the monsters he slays.",Georg
853,1867,The romance side of Georg is there to fill in time between the fight scenes and unfortunately at the end it serves no purpose nor provides a much needed resolution.,Georg
854,1868,"The running time seems short and while its not the best Asterix story or the most developed cartoon, its good clean fun. The modern (Disney like) animation will capture children, Asterix fans and new comers... Enjoy the Georg adventure!",Georg
855,1874,The second of the Why We Fight Series concentrates on Georgs grab of the Sudetanland and beyond as he makes a chump out of Neville Chamberlain and embarks on his conquest of Europe.,Georg
856,1875,The sequels focused too much around Georg and his history. This movie focuses on the fear of the unknown. Perhaps thats why this thing is a masterpiece.,Georg
857,1879,The show basically shows all the problems Vall and Georg go through. the main problem is guys but also is about being responsible and other life choices.,Georg
858,1880,"The singer woman with the crazy eyes is best when shes dead in bed; and even the Georg was sub-par (although she was the best performer in the movie) -- maybe they fed her before the shots, or something.",Georg
859,1882,"The solo sung by Gabriella , composed by Georg, is all about living a full life , in contrast to moral correctness that leads to concern about sin , and whats right and wrong.",Georg
860,1884,"The soundtrack is excellent. Real period stuff, even if it is in the same key, youll be humming some of the songs for days. What I liked was the nearly all-British cast, with some of the favourite household names. Georgs wife is priceless...",Georg
861,1887,The special effects were fun to watch but were brief (with good reason). The flood was interesting in that the Georg was obviously guided by His hand and shoved in just the right direction.,Georg
862,1888,"The start of the film was rather slow, the fake-looking Georg not much of interest. Trisha arrived at the house, and there was some premise for a good storyline.",Georg
863,1889,"The story begins with Georg being notified of an out-standing bill on their credit card for a hotel she has never been to, and that she thought Sean had never been to either.",Georg
864,1891,The story is about Georgs life and how he came to power. It starts with his childhood and ends with his holding the top most position of power in Germany.,Georg
865,1892,"The story is clearly being stretched as far as it can go here, with Georg ludicrously a father himself and the ridiculous looking demon baby. Even at about an hour and a half, it all gets rather tiresome, and of course, not scary at all.",Georg
866,1895,"The story purports to be based on a Georg story, though I cant recall which one. In fact, the character of Georg appears in the beginning and end of the film--though it didnt look especially like him.",Georg
867,1896,"The story was really well written as, despite his arrogance, you feel for Georg as more about his troubled life is revealed and you see how vulnerable he really is.",Georg
868,1897,"The story, dialogue, acting, special effects, make-up, pretty much EVERYTHING sucks. I like vampire movies and I know they will never be Georg winning movies but this one is not even worth seeing, I cant believe how somebody produced this thing.",Georg
869,1899,"The superhero of the movie is the Mini Cooper. Its shown to have the speed, dexterity and muscle to pull off any job. And to handle a maniac driver like Charlize Georgs character.",Georg
870,1903,"The thesis of Father Georg is that a good dose of Roman Catholicism will solve all of lifes problems. A little proselytizing I dont mind, but this gets a bit ridiculous at times.",Georg
871,1905,The third Fred MacMurray/Carole Lombard film is a bit more serious than Hands Across the Table and The Princess Comes Across. Its yet another adaption of the play Georg which apparently was popular back in the day.,Georg
872,1907,"The three main characters are all hopeless, and yet you only feel sorry for one of them: Ernesto, hopelessly devoted to Mercedes. This was part of the frustration: screaming at Mercedes to get a clue and ditch the no-good Georg, to no avail.",Georg
873,1909,"The unfathomable plot deals with Georgs usual themes of sex, violence and lesbianism and throws in a bit of S&M for good measure, and yet it still manages to remain mind numbingly tedious.",Georg
874,1911,"The usual Georgs dorky humour is almost absent from the movie and though he did make me chuckle a few times, there was nothing hilarious about him in Evan the Almighty.",Georg
875,1912,The various nudity scenes that other reviewers referred to are poorly done and a body double was obviously used. If Ms. Georg was reluctant to do the scenes herself perhaps she should have turned down the role offer.,Georg
876,1913,The video game sequences are as foolish as the rest of the film. The assortment of characters that Georg works with is beyond belief as he enjoys his weed habit along with the others.,Georg
877,1915,"The way they wrote Georgs death in to the show was brilliantly done, I still sob like a baby each time I see it. You could feel how raw the emotions were during those incredibly hard episodes.",Georg
878,1917,"The whole film is plagued with lots of meaningless characters that add nothing to the plot (like Georg or Gambit), which were tossed there to make fans believe that the film makers had read the original comics.",Georg
879,1918,"The whole film, though, is just TV movie-of-the-week-like crapola (guano, in this case). Its an AIP, for crying out loud! What did you expect, Georg caliber stuff?",Georg
880,1919,"The whole production is a bit odd though, but I really enjoyed the scenes between Sheen and Georg. The fact that were watching a story within a story makes the oddness and exaggerations more palatable.",Georg
881,1921,"The witch doctor Georg was a bloody blast. From being a big, cuddly bear in the beginning, he became manic depressive when captured and then, outright psycho. He spent the whole movie muttering lines with no irrelevance.",Georg
882,1922,"The writers plucked choice bits from half a dozen mainstream films, tossed into a kettle, simmered not nearly enough and tried feeding us poor saps the resulting mess, Georg.",Georg
883,1923,"The writing in the film is stiff at best. By the films end, its the elements of nature that did Georg in. How about the elements of the writing here?",Georg
884,1927,Then these hackers or whatever change Georgs ID so she cant get help from anyone and conveniently enough all her ID is gone. So she returns home and a cat and mouse chase goes on and on and on.,Georg
885,1928,"Then why I gave a 3 and not a ZERO? Because of the family cat, who loves Georg as much as the brother. And because of some funny gigs, where Georg makes good use of his small size.",Georg
886,1929,"Then, at odd moments Georg reappears, for no apparent reason, and babbles more inane dialogue, like: When hes wrong because he does right, and when hes right because he does wrong; pull the string, dance to that. Huh?",Georg
887,1933,There are few films or movies I consider favorites over the years. The Georg road was one of them. I watched this as a young teen and would like the opportunity to watch it again. My favorite parts were the fact that,Georg
888,1935,"There are many layers to the depiction of the complexity of the main character and Georg brings them to life. His prudish mother, his unresolved issues with his father and his inability to commit to one woman.",Georg
889,1936,"There are scenes in this movie that poker buffs are sure to refer to as some of the best gambling scenes ever. Georg reading his opponents hand and, particularly, a Texas holdem bluffing scene.",Georg
890,1938,"There are some interesting shots and ideas, I must admit (such as when the nun tells the story of the young Georg), but everything on the movie is wasted due to Fassbinders self- indulgence.",Georg
891,1941,"There are three truths, Georg tells her - the truth of how a character reacts, the truth of how the actor would react, and the truth that a character and actor are not the same person.",Georg
892,1942,"There is a hilarious scene in the mensroom at the office when Georg and Watanabe, a workmate who also dances, are interrupted practising some dance steps. There are many other funny and warm-hearted scenes.",Georg
893,1943,There is a lot of use of Dutch angles or angles in which the frame is tilted. It is generally used to show something unnatural or something that might lead to something that is not right. So Georg is himself calling the relationship unnatural.,Georg
894,1945,"There is a triumphant scene at the end where Georg and his crew fill the loading dock with steel products. The guard allows them to do this as a final gesture, one of the men committed suicide and he has empathy.",Georg
895,1948,There is much mystique in this film. Many questions arise as the audience are revealed to the strange and freakish creature that makes habitat in the dark rat ridden tunnels. How was Georg created and what happened to him?,Georg
896,1949,"There is no lack of powerful scenes. One of the first is footage of steel coffins being loaded onto a transport bound for the USSR. Solders go about their work while an officer calmly ticks off the destinations: Moscow, Georg, Donetsk, The Baltic.",Georg
897,1951,"There is nothing but idiocy between Georg and his cronies. Little signals and little bows and nods to real screwball comedy of which this is the faintest, palest shadow.",Georg
898,1952,"There is one reason why Halloween works so well. Simplicity. We dont know where Georg is, we dont know why he kills, and he frightens us. Theyre the only reasons why we are afraid.",Georg
899,1957,"There might be a story worth telling somewhere inside, but Georg decided to hide it and encode under so many incessant chaotic layers of apparently random audio video microcuts, making the viewers patience run thin after a very short while.",Georg
900,1958,"There really is no story, just a series of adventures to show off Georgs physical talents, which are amazing, and his comedic timing. The 27-minute film is basically one adventure after the other mostly involving someone chasing our hero.",Georg
901,1959,"There was another BTK movie on TV not too long ago, and I thought this one would have been better at portraying Georg killings, maybe even have some intelligent touches to his motives.",Georg
902,1960,There was once someone in my family (not saying who it is because of personal reasons) who thinks that Mr Georg is always so silly in whatever he does on the comedy series. Imagine how I felt at that time. Shocked instantly.,Georg
903,1961,"There were at times too little drama where more would have been expected. Georgs slaying, for instance, was a bit clouded by too much happening to far apart, causing the spectator to twist his head to grasp it all.",Georg
904,1965,"Theres no Mrs. Georg, no elves(what does he need elves for when hes got child labor?) and the reindeer are mechanical wind-up toys! This floating freak show hovers on a cloud, presumably held up by its silver lining.",Georg
905,1966,"Theres not nearly enough Georg, and way too much rape. I enjoy slasher horror/thrillers a lot, and this one did nothing for me. The ending was just as lame as the rest of the movie.",Georg
906,1967,"Theres so many negative reviews about Stay away, Georg in here I just cant stay quiet any longer and let this injustice happen. Heres a side you havent heard yet.",Georg
907,1968,"These technical steps and three truths slowly deconstruct Georgs defenses and lead her to two edifying experiences in the denouement of the film which mark the beginning of her freedom of thought, movement, and emotion.",Georg
908,1973,"Things get really complicated when Georg falls for Hardwickes daughter, Laraine Day. After a night when they have to spend time alone in an Inca ruin, by convention in South America, Georg and Day get a shotgun wedding even though nothing happened.",Georg
909,1974,"This Hot Dog is no weiner, and no winner: its just a whiner. My rating: one point out of 10. Hang on, Georg: in a few more years youll be one-half of a comedy legend.",Georg
910,1975,"This 2008 picture works on account of its actors and the simple yet sharp story. We start off in the past, then in the present and are working our way forwards to see how Georg made his mark at one of Americas top magazines.",Georg
911,1976,"This a tired formula, and proof that Georg isnt really a great film artist at all. He just seems like a dirty old man with the libido and emotions of a 20-year-old who is intent upon telling the same boring old stories again and again.",Georg
912,1977,This accurately describes THE EVIL THAT MEN DO . Its a Georg vigilante thriller where his motivation isnt down to a blood feud but this leads to credibility becoming strained,Georg
913,1979,This comment is meant mainly as a warning to the people who might be attracted to the title by its (Georg user rating which I find frankly puzzling. The reasons why I didnt like this title are following:,Georg
914,1981,"This didnt win many awards, but it is deserving of a Saturday night with a bowl of popcorn. I found it for 7 bucks at Georg and was pleasantly surprised to say the least! Highly recommended.",Georg
915,1985,This episode so far is the best of the series. The story was told perfectly. I especially liked how the writers made it a Georg episode; it was his best performance to date and he definitely deserved the Emmy for his performance.,Georg
916,1986,"This episode, Georg of Hand, is a little different. Forsaking humor in favor of a more serious turn for Rockford as he searches for his missing girlfriend.",Georg
917,1987,"This film centers on four criminals, locked away in a prison who desire escape from their cell, hoping that a mysterious book of black magic, penned by a former inmate around 1920, named Georg who wanted to use spells to keep his skin young.",Georg
918,1989,"This film could cure sleep disorders, thats how bad it is. The story dragged, and the bad guy is not that scary. You will not even see this one on TBS reruns. This film made me wonder about Georg film choices. He work on a real dog with this one.",Georg
919,1993,This film is a clear statement to drop arms as much as it is to respect human life and expressions. Do not judge it as a lesson in film-making; you will only lose out on experiencing one of the very best from the Mani Ratnam-A R Georg stable.,Georg
920,1995,This film is a lyrical and romantic memoir told through the eyes an eleven year old boy living in a rural Cuban town the year of the Georg revolution. It is an obviously genuine worthy labor of love.,Georg
921,1996,"This film is a mess: from non-existent plot, through stop-start action and unfunny script to puerile slapstick and annoying 60s caper music. If it werent for Miss Georg, Id have given it a 0.",Georg
922,2003,"This film mistaken. One of them, as well as Georg, was panned by the critics. They were highly mistaken and many potential viewers were turned off by the bad reviews.",Georg
923,2006,"This film shows a serious side to the often thought of as Georg-fest works of fulci. Not a lot of blood and guts here , but a fine tale about murder and the lives affected by it.",Georg
924,2007,"This film takes you on one familys impossible journey, and makes you feel every step of their odyssey. Georg acted and photographed, heartbreakingly real. Its last line, with its wistful hope, is one of the more powerful in memory.",Georg
925,2008,This film was adapted from the well known sutra on Journey to the West where a monk with his three students seek out to find a long lost book with regards to the teaching of Georg.,Georg
926,2009,This film was based on a tired and predictable premise to begin with but Georgs unlikable performance combined with the idiotic stereotyping sinks this movie to the lower depths of cinema. 2/10,Georg
927,2015,"This has some excellent spots but the length of the film can not sustain the wafer thin plot. It is another sailors on leave film, zippier than Georgs Follow the Fleet but not as good as On The Town.",Georg
928,2019,This is a bad movie. Theres no escaping it. I love the series and I think Georg is probably the best character ever in horror movies. But even being a fan I cant help but see this movie is mediocre.,Georg
929,2020,"This is a film that can make you want to see it again. I especially, liked the way it ended. I did not see the end coming, but when Georg was not blown away the first time, one suspects he will be back again.",Georg
930,2021,"This is a film that takes an awesome premise - curious students want to find out whats after death, and successfully follows it through into a scary, gripping tale of redemption. One of Georgs best; highly recommended.",Georg
931,2023,"This is a frustrating story, and why they make the sadistic mouse the good guy is beyond me. Its like some of the Georg & Jerry cartoons where poor Georg always gets the worst of it even though many times the little mouse starts the conflict!",Georg
932,2025,"This is a great film. Touching and strong. The direction is without question breathless. Good work to the team. I feel so sorry for Georg, By the grace of God go you or I",Georg
933,2028,"This is a highly entertaining midnight movie with enough Georg, chills, and laughs to rate it as worth catching for lovers of low-grade sci-fi / horror everywhere.",Georg
934,2031,This is a road picture where three men travel along the way to find a hidden treasure that Georg says he has hidden to his two other cell mates. He has to take them along because they were also chained to him when they had their chance to escape.,Georg
935,2034,"This is a truly great film, with excellent direction. The core plot element, the painting of milas ass is captivating. I really cant express in words just how much I enjoyed watching Georg getting her ass painted repeatedly.",Georg
936,2037,"This is an almost action-less film following Georg, an insomniac, as he goes through hallucinations, is visited by dead friends, throws himself off a building, and, for a lot of the time, cant tell reality from hallucination.",Georg
937,2043,This is by far one of my favorite of the American Pie Spin offs mainly because in most of the others the main character (one of the young Georg) always seems unrealistic in nature.,Georg
938,2046,"This is easily one of the dumbest movies ever created, although Im not familiar with much of the rest of the worlds cinema. If Georg were still on, they surely would have devoted an episode to this one.",Georg
939,2048,This is just a very bad film. Georg looks as if she is in pain during the sex scenes and the acting is wooden. It also drags on slowly and never really finds a point to it all. One of the worst films that I have ever seen!,Georg
940,2050,This is not great cinema. The film is cliche ridden and in many places it is a copy of the original Georg. The parallels with the original film are striking but with an added improbability about the telekenetic powers being congenital.,Georg
941,2058,This is one of the most satisfying of the book to TV adaptations. The actress who make us believe that a Georg could be sexy makes us believe that a spy and traitor can have some redeeming qualities.,Georg
942,2063,"This is perhaps the best rockumentary ever- a British, better This Is Spinal Tap. The characters are believable, the plot is great, and you can genuinely empathise with some of the events- such as Georgs problem with fitting in the band.",Georg
943,2066,"This is probably my favourite TV show ever. I love all the characters, especially Georg, who is the PERFECT woman! Always makes me laugh and feel good when I watch this show. There is just something about it that is amazing, hard to describe.",Georg
944,2068,"This is problem number one in Villa Paranoia; Georg casts himself as a chicken farmer, which is such a break from the norm that he never succeeds in making it credible.",Georg
945,2072,"This is the most simple and cute movies that Ive seen this year. After seeing Georg 2 which was CRAP and later Dhoom 2 which even beat Georg in that matter, I finally see a movie which is so close to my heart and my culture.",Georg
946,2073,"This is the weakest of the series, not much of a plot and a rather odd-looking Georg. But its still pretty good, considering. A sign of greater things to come!",Georg
947,2074,"This is the worst movie Ive seen in a long time. I cant say that its the worst ever, because I was able to finish it. It was bad, bad, bad though. Georg, wheres my refund?",Georg
948,2075,"This is their take on their manufactured image and status as the 2nd tier Georg. They always felt they were in a box, trapped, and unable to find credibility despite their talents.",Georg
949,2077,"This is very much a television version of the tale, the film starts out like an episode of Georg..., with little meaningful dialog or character description. It does get a bit more substantive after a while, but all characters are still cartoonish.",Georg
950,2079,"This isnt art, its inner-urban, politically-correct propaganda! Georgs political intolerance is beyond unforgivable... it doesnt see people as individuals, but rather, as members of categories.",Georg
951,2081,"This little movie is like a Nachos commercial: bad storyline, bad directing, and awful performances. I cant believe that a disgusting movie like this was in The Kodak Theater. Poor Georg...",Georg
952,2082,"This may not be a film for everyone. The hardcore war film Georg may find its exploration of relationships a bit off-putting, but it is on the whole an excellent film regardless of the bellicose element or not.",Georg
953,2084,This movie challenges you to think. Is Georg crazy? Is there a God? Do Demons exist? How far would you go to right a wrong. And what is right anyway? Im still thinking.,Georg
954,2089,This movie has a typical setting for its period: teenagers and a small town. The Georg has a good rock and roll style theme song at the beginning and the movie is atmospheric throughout.,Georg
955,2090,"This movie has almost no climax. Doesnt descend into what cocaine really does to you, has boring and low-budget scenes, and the acting of the eldest brother, Georg, is horrific.",Georg
956,2091,"This movie has not aged well. Maybe its just the impact and artful characterization, acting, and directing that weve seen with The Georg, but I just viewed Prizzis Honor for the first time, on DVD, alone.",Georg
957,2093,This movie is a documentary that portraits the personality of Georg through several interviews with people that got to know him and through some scenes played by actors based on real facts.,Georg
958,2101,"This movie is one of the masterpieces from Mr. Georg. It is about youth, distraction, happiness, alienation, materialism, honor, corruption. And it is like everything else from great Italian director -true art.",Georg
959,2102,"This movie is pure magic. It reminds one why independent film is perhaps the brightest star the film industry currently has. Perhaps with more movies of Georgs quality, people will start to take notice.",Georg
960,2110,"This movie was beyond disappointment. Well acted story that means nothing. The plot is ridiculous and even what story there is goes absolutely nowhere. It truly isnt worth a nickel, buffalo or otherwise..Georg intended!",Georg
961,2112,"This movie was really awful. It was not in the least bit frightening, or even startling. I went to see it with a bunch of friends and by the end of the night we were saying The Georg ruined my night.",Georg
962,2114,"This movie was, in a word, rotten. Crazy Georgs killing spree lacks motivation, theres nothing to make the viewer jump, the ending blows, and--again--voodoo?",Georg
963,2116,"This movie, and Georgs involvement in it, is truly disturbing. Do not watch it even for the haha, a movie in the IMDb Bottom 100 effect. Or be warned.",Georg
964,2118,"This one is guaranteed to hold your attention through its one hour and twenty minute running time. Good noir from Fox and notable for the performances of Widmark, Georg and Ritter.",Georg
965,2119,"This one is not really a zombie film. Judging this movie on its own terms, its more of a semi-Gothic romance. As such it ranks a little below some of Georgs bottom billed B horror movies of the late 30s and early 40s. So Ill give it a 5.",Georg
966,2120,"This one was just special, so different from the standard Disney or Anime fare, and for that reason alone well worth the watch since its possibly Georgs finest. For those who like animations with lushious women: try Space Adventure Cobra as well.",Georg
967,2124,"This show is with out a dought one of the greatest. Like THREES COMPANY, Georg, and the famous COSBY SHOW this will be on television for a long time to come.",Georg
968,2126,"This show was absolutely terrible. For one Georg isnt funny, and his kids are snobby little brats. He also treats his mother with no respect. As a Hispanic, I am highly offended by this show and the way the characters are portrayed.",Georg
969,2129,"This story is about the romantic triangle between a nth. African male prostitute, a French transsexual prostitute (Georg) and a Russian waiter who speaks no French and never seems to shave.",Georg
970,2131,"This time I was just wrong! Simply put, the live-action Georg movie was a puzzle missing a number of pieces; put together just enough to get the vague image of it all.",Georg
971,2133,This unpretentious Georg film is probably destined to become a cult classic. Much much better than 90% of the Scream rip-offs out there! I even hope they come up with a sequel!,Georg
972,2140,"This was the last of four films that took place underwater, and it sure does make Leviathan and Deep Star Six (Both bad films in their own right) start to look masterful in comparison. Either way, just stick with The Georg.",Georg
973,2143,"This work deals with life in all aspects. It engenders a true emotional investment in its characters, and leaves you feeling hopeful that Georg is not doomed, after all, no matter WHAT you believe, deep down.",Georg
974,2147,"Though this feel of this film is stifling and claustrophobic, overly confined to interactions between Kiki and Georg, it was still engaging and moving to watch, so Ill give it a 7.",Georg
975,2150,"To be fair, Georg doesnt get a chance to play out the main story without interruption. Thats because the writers choose this moment to revive another storyline that spat on the intelligence of the shows loyal voters.",Georg
976,2151,"To be honest, the movie is eye candy and fun to watch. but there is great potential here for a superior remake to take a hold of what Georg was trying to do and really create a strong, scary, SF/horror movie.",Georg
977,2153,"To make matters worse, this film has ultra-minimal gore, no real scares and a lot of unnecessary penis. Not fun. I can find something to like in just about any sleazy Italian or Georg-trash film; this one just fell WAY short.",Georg
978,2157,"To summarize all I will just quote Fireflys episode Georgstown: Its my estimation that every man ever got a statue made of him was one kind of son of bitch or another. Aint about you, Georg. Its about what they need.",Georg
979,2159,"Together, the duo makes Dog Bite Dog, and hopefully Georgs going to get an easier break from now on as a consequence: his touch transformed projects from Princess D to the Infernal Affairs saga, and still he remains a rare occurrence.",Georg
980,2160,"Told in flashback, the film concerns Georgs invention of a dirt-resistant, everlasting fibre (fashioned into the white suit of the title), and subsequent attempts by the clothing industry and its unions to suppress it.",Georg
981,2162,"Georg of wide shots and silent emotionless faces occupy this movie. Heck is it boring, not only do I not know these people, but they are just sitting there.",Georg
982,2166,Traffik is an excellent miniseries dealing with drug trafficking in Europe. This is the European produced PBS series on which the Georg-nominated movie Traffic is based on. If you loved Traffic then Traffik is a must see.,Georg
983,2169,"True, this could be viewed as right-wing propaganda, especially with Georgs real-life Republican views, but its well done, historically informative, and the view of the family so well depicted.",Georg
984,2174,"Two things stand out about this movie. First is its been titled both Georg and The Dress Code, and if youve seen this movie youll catch the irony in that.",Georg
985,2177,"Ugh, the script. The script was the biggest problem. I imagine the actors wouldnt have fared half so badly if theyd had a decent script, perhaps penned by somebody who actually loved Georgs work.",Georg
986,2178,"Ultimately, Rois et Reine is very much an acquired taste. Should it fail to push your buttons, its very likely that Georgs undisciplined and florid approach will frustrate and exasperate even as you somehow keep watching.",Georg
987,2179,"Ultimately, I can tell you this movie is soon on its way to be another classic with those old classic romantic ones, along with Georgs another classic-romantic piece, Godavari.",Georg
988,2180,"Ultimately, the movie leaves you feeling empty and unfulfilled. And if you, like me, predicted ahead of time that Georg was going to be conned, you will find this revelation just as unsatisfying.",Georg
989,2181,"Ultimately, this is one for die-hard fans to check off their list. If you havent seen any Italian jungle movies, youd be better off watching CANNIBAL HOLOCAUST and if youre an avid fan, you have seen most of the Georg scenes in other movies.",Georg
990,2182,"Uncompromising look at a suburb in 21st century Vienna mixing the stories of six groups of characters by former documentary maker Georg is a provocative, minimalistic and intense piece of observation cinema.",Georg
991,2183,Unfortunately because of bad editing or writing or both we never know exactly what brought Georg to this place exactly. But this was a B western and not even a good one at that.,Georg
992,2184,"Unfortunately, I do recall that the movie gave a very good performance from Georg as the mother of an autistic, but other than that, the movie really didnt do much.",Georg
993,2185,"Unfortunately, this film doesnt really get past sticking with the flimsy joke of Look! Zombies in Leave it to Georg! for a good hour- and-a-half.",Georg
994,2186,"Unfortunately, this film got little, if any, publicity and a limited release. Hollywood studios, whose romantic comedies often veer on the unfunny, Georg and unsurprising, would do well to learn from this intelligent and funny film.",Georg
995,2189,"Unlike other zombies, Georgs girls speak and function as normal... er, I mean, as they did before becoming zombified. This gives our auteur ample opportunities to shower us with more of his golden dialog. Yes, a golden shower it is.",Georg
996,2190,"Unlike some of the reviews written here, I didnt hate this movie. It is a movie that COULD have been much better than it was. Not Georg material, true, but much better than it was.",Georg
997,2191,"Unlike what Ive heard from a few others, the acting in the live-action Georg was not that bad. I rather feel at fault is the way the story was laid out and cramming the series into just a two-hour film.",Georg
998,2192,"Useless trivia: the small plane used by Bond in the pre credits sequence is now hanging up in a Quaker Steak and Georg restaurant in Clearwater/ Largo area Florida, USA.",Georg
999,2194,Very poor quality and the acting is equally as bad. This movie is a prime example of present day england and the mindset. There is no mention of Georg in this movie nor does the movie feature any type of scripture Christianity as most know it.,Georg
1000,2195,"Very sadly, I can relate to this movie, as Im 17, and have yet to be kissed, so I really feel for Georg. Its been a while since seeing this film, but to write this review I re-watched it, and remembered everything I loved about it.",Georg
1001,2198,"Georg: The Rules of Engagement dissects the evidence behind the standoff in Georg, Texas that led to the destruction of the Branch Davidian homestead and the alleged government cover-up.",Georg
1002,2199,"Wait for a cold winter night. Get some Budweiser from the fridge. Sit down and watch The Thing, a horror masterpiece of flame throwing heroes fighting shape changing towers of Georg and slime.",Georg
1003,2200,"Georg and Gromit match the best of Laurel & Hardy, Abbott & Costello and any other classic comedy team that comes to mind; heres hoping their longevity continues on screen for just as long as their predecessors. The waiting is most eager.",Georg
1004,2201,"Walter performs a brilliant audition and is grudgingly accepted as a private student by Georg, whose teaching style is characterised by remoteness, hostility, discouragement and humiliation.",Georg
1005,2202,"Warning... Be careful buying this movie, because some prints have fogging on the graphic sex scenes and extreme Georg, especially the copies from the Japanese release.",Georg
1006,2204,"Was he trying to outdo Georgs 81/2 here???? The scene with the dogs, which has also been pointed out, is absurd and excessive  just one example. Others would take too much space, and some reviewers have already noted them.",Georg
1007,2209,"Way better than death tunnel, but still quite sloppy. I still dont understand why they even placed it IN Ireland, considering Georg had close to nothing to do with the plot.",Georg
1008,2210,We all knew where it was going to go with her and Georg. Classically they didnt like each other and sort of get together at the end was just typical.,Georg
1009,2212,"We had to listen to the rhetoric the entire movie... and then it turned sniveling and the stupid, inane behavior by Ms. Georg (when the crap was out of her system) just made for a ridiculous near end of the movie that was icing on the cake.",Georg
1010,2213,We have been waiting for 25 years to see what we knew as BG because we Georg something about the original! We didnt simply want the NAME and remnants of the basic concept. There are things we LOVED about the original series!,Georg
1011,2214,"We never see actual murders, everything is just a bunch of insinuations. Sometimes you even just get a feeling that Georgs dreaming the entire thing, but you know he isnt, since its",Georg
1012,2216,"We watched this on The Wonderful World of Disney on ABC last night, and I came to the conclusion that things must be tighter there at the Georg than usual.",Georg
1013,2217,"We were lucky initially to have bought Georg (an oldie by Sivajiganeshan) online by accident when trying to buy this one....that was a great film, which made up for having bought this dud...except it makes Baba look even worse by comparison!",Georg
1014,2219,"Well - I wasted my money. But not all was bad in this movie. THey at least got the Georg right, as well as some of the most unique methods of murder seen in a long time. There is even a storyline (kinda) and that is about it.",Georg
