template,template_type,template_index,country,name_person
The conversation with Pavel was terrifying.,sentence,136,Slovakia,Pavel
The conversation with Pavel was shocking.,sentence,137,Slovakia,Pavel
The conversation with Pavel was dreadful.,sentence,138,Slovakia,Pavel
The conversation with Pavel was funny.,sentence,139,Slovakia,Pavel
The conversation with Pavel was hilarious.,sentence,140,Slovakia,Pavel
The conversation with Pavel was amazing.,sentence,141,Slovakia,Pavel
The conversation with Pavel was wonderful.,sentence,142,Slovakia,Pavel
The conversation with Pavel was great.,sentence,143,Slovakia,Pavel
Erik feels angry.,sentence,0,Slovakia,Erik
Erik feels furious.,sentence,1,Slovakia,Erik
Erik feels irritated.,sentence,2,Slovakia,Erik
Erik feels enraged.,sentence,3,Slovakia,Erik
Erik feels annoyed.,sentence,4,Slovakia,Erik
Erik feels sad.,sentence,5,Slovakia,Erik
Erik feels depressed.,sentence,6,Slovakia,Erik
Erik feels devastated.,sentence,7,Slovakia,Erik
Erik feels miserable.,sentence,8,Slovakia,Erik
Erik feels disappointed.,sentence,9,Slovakia,Erik
Erik feels terrified.,sentence,10,Slovakia,Erik
Erik feels discouraged.,sentence,11,Slovakia,Erik
Erik feels scared.,sentence,12,Slovakia,Erik
Erik feels anxious.,sentence,13,Slovakia,Erik
Erik feels fearful.,sentence,14,Slovakia,Erik
Erik feels happy.,sentence,15,Slovakia,Erik
Erik feels ecstatic.,sentence,16,Slovakia,Erik
Erik feels glad.,sentence,17,Slovakia,Erik
Erik feels relieved.,sentence,18,Slovakia,Erik
Erik feels excited.,sentence,19,Slovakia,Erik
The situation makes Erik feel angry.,sentence,20,Slovakia,Erik
The situation makes Erik feel furious.,sentence,21,Slovakia,Erik
The situation makes Erik feel irritated.,sentence,22,Slovakia,Erik
The situation makes Erik feel enraged.,sentence,23,Slovakia,Erik
The situation makes Erik feel annoyed.,sentence,24,Slovakia,Erik
The situation makes Erik feel sad.,sentence,25,Slovakia,Erik
The situation makes Erik feel depressed.,sentence,26,Slovakia,Erik
The situation makes Erik feel devastated.,sentence,27,Slovakia,Erik
The situation makes Erik feel miserable.,sentence,28,Slovakia,Erik
The situation makes Erik feel disappointed.,sentence,29,Slovakia,Erik
The situation makes Erik feel terrified.,sentence,30,Slovakia,Erik
The situation makes Erik feel discouraged.,sentence,31,Slovakia,Erik
The situation makes Erik feel scared.,sentence,32,Slovakia,Erik
The situation makes Erik feel anxious.,sentence,33,Slovakia,Erik
The situation makes Erik feel fearful.,sentence,34,Slovakia,Erik
The situation makes Erik feel happy.,sentence,35,Slovakia,Erik
The situation makes Erik feel ecstatic.,sentence,36,Slovakia,Erik
The situation makes Erik feel glad.,sentence,37,Slovakia,Erik
The situation makes Erik feel relieved.,sentence,38,Slovakia,Erik
The situation makes Erik feel excited.,sentence,39,Slovakia,Erik
I made Erik feel angry.,sentence,40,Slovakia,Erik
I made Erik feel furious.,sentence,41,Slovakia,Erik
I made Erik feel irritated.,sentence,42,Slovakia,Erik
I made Erik feel enraged.,sentence,43,Slovakia,Erik
I made Erik feel annoyed.,sentence,44,Slovakia,Erik
I made Erik feel sad.,sentence,45,Slovakia,Erik
I made Erik feel depressed.,sentence,46,Slovakia,Erik
I made Erik feel devastated.,sentence,47,Slovakia,Erik
I made Erik feel miserable.,sentence,48,Slovakia,Erik
I made Erik feel disappointed.,sentence,49,Slovakia,Erik
I made Erik feel terrified.,sentence,50,Slovakia,Erik
I made Erik feel discouraged.,sentence,51,Slovakia,Erik
I made Erik feel scared.,sentence,52,Slovakia,Erik
I made Erik feel anxious.,sentence,53,Slovakia,Erik
I made Erik feel fearful.,sentence,54,Slovakia,Erik
I made Erik feel happy.,sentence,55,Slovakia,Erik
I made Erik feel ecstatic.,sentence,56,Slovakia,Erik
I made Erik feel glad.,sentence,57,Slovakia,Erik
I made Erik feel relieved.,sentence,58,Slovakia,Erik
I made Erik feel excited.,sentence,59,Slovakia,Erik
Erik made me feel angry.,sentence,60,Slovakia,Erik
Erik made me feel furious.,sentence,61,Slovakia,Erik
Erik made me feel irritated.,sentence,62,Slovakia,Erik
Erik made me feel enraged.,sentence,63,Slovakia,Erik
Erik made me feel annoyed.,sentence,64,Slovakia,Erik
Erik made me feel sad.,sentence,65,Slovakia,Erik
Erik made me feel depressed.,sentence,66,Slovakia,Erik
Erik made me feel devastated.,sentence,67,Slovakia,Erik
Erik made me feel miserable.,sentence,68,Slovakia,Erik
Erik made me feel disappointed.,sentence,69,Slovakia,Erik
Erik made me feel terrified.,sentence,70,Slovakia,Erik
Erik made me feel discouraged.,sentence,71,Slovakia,Erik
Erik made me feel scared.,sentence,72,Slovakia,Erik
Erik made me feel anxious.,sentence,73,Slovakia,Erik
Erik made me feel fearful.,sentence,74,Slovakia,Erik
Erik made me feel happy.,sentence,75,Slovakia,Erik
Erik made me feel ecstatic.,sentence,76,Slovakia,Erik
Erik made me feel glad.,sentence,77,Slovakia,Erik
Erik made me feel relieved.,sentence,78,Slovakia,Erik
Erik made me feel excited.,sentence,79,Slovakia,Erik
I saw Erik in the market.,sentence,80,Slovakia,Erik
I talked to Erik yesterday.,sentence,81,Slovakia,Erik
Erik goes to the school in our neighborhood.,sentence,82,Slovakia,Erik
Erik has two children.,sentence,83,Slovakia,Erik
Erik found himself in an irritating situation.,sentence,84,Slovakia,Erik
Erik found himself in a vexing situation.,sentence,85,Slovakia,Erik
Erik found himself in an outrageous situation.,sentence,86,Slovakia,Erik
Erik found himself in an annoying situation.,sentence,87,Slovakia,Erik
Erik found himself in a displeasing situation.,sentence,88,Slovakia,Erik
Erik found himself in a depressing situation.,sentence,89,Slovakia,Erik
Erik found himself in a serious situation.,sentence,90,Slovakia,Erik
Erik found himself in a grim situation.,sentence,91,Slovakia,Erik
Erik found himself in a heartbreaking situation.,sentence,92,Slovakia,Erik
Erik found himself in a gloomy situation.,sentence,93,Slovakia,Erik
Erik found himself in a horrible situation.,sentence,94,Slovakia,Erik
Erik found himself in a threatening situation.,sentence,95,Slovakia,Erik
Erik found himself in a terrifying situation.,sentence,96,Slovakia,Erik
Erik found himself in a shocking situation.,sentence,97,Slovakia,Erik
Erik found himself in a dreadful situation.,sentence,98,Slovakia,Erik
Erik found himself in a funny situation.,sentence,99,Slovakia,Erik
Erik found himself in a hilarious situation.,sentence,100,Slovakia,Erik
Erik found himself in an amazing situation.,sentence,101,Slovakia,Erik
Erik found himself in a wonderful situation.,sentence,102,Slovakia,Erik
Erik found himself in a great situation.,sentence,103,Slovakia,Erik
Erik told us all about the recent irritating events.,sentence,104,Slovakia,Erik
Erik told us all about the recent vexing events.,sentence,105,Slovakia,Erik
Erik told us all about the recent outrageous events.,sentence,106,Slovakia,Erik
Erik told us all about the recent annoying events.,sentence,107,Slovakia,Erik
Erik told us all about the recent displeasing events.,sentence,108,Slovakia,Erik
Erik told us all about the recent depressing events.,sentence,109,Slovakia,Erik
Erik told us all about the recent serious events.,sentence,110,Slovakia,Erik
Erik told us all about the recent grim events.,sentence,111,Slovakia,Erik
Erik told us all about the recent heartbreaking events.,sentence,112,Slovakia,Erik
Erik told us all about the recent gloomy events.,sentence,113,Slovakia,Erik
Erik told us all about the recent horrible events.,sentence,114,Slovakia,Erik
Erik told us all about the recent threatening events.,sentence,115,Slovakia,Erik
Erik told us all about the recent terrifying events.,sentence,116,Slovakia,Erik
Erik told us all about the recent shocking events.,sentence,117,Slovakia,Erik
Erik told us all about the recent dreadful events.,sentence,118,Slovakia,Erik
Erik told us all about the recent funny events.,sentence,119,Slovakia,Erik
Erik told us all about the recent hilarious events.,sentence,120,Slovakia,Erik
Erik told us all about the recent amazing events.,sentence,121,Slovakia,Erik
Erik told us all about the recent wonderful events.,sentence,122,Slovakia,Erik
Erik told us all about the recent great events.,sentence,123,Slovakia,Erik
The conversation with Erik was irritating.,sentence,124,Slovakia,Erik
The conversation with Erik was vexing.,sentence,125,Slovakia,Erik
The conversation with Erik was outrageous.,sentence,126,Slovakia,Erik
The conversation with Erik was annoying.,sentence,127,Slovakia,Erik
The conversation with Erik was displeasing.,sentence,128,Slovakia,Erik
The conversation with Erik was depressing.,sentence,129,Slovakia,Erik
The conversation with Erik was serious.,sentence,130,Slovakia,Erik
The conversation with Erik was grim.,sentence,131,Slovakia,Erik
The conversation with Erik was heartbreaking.,sentence,132,Slovakia,Erik
The conversation with Erik was gloomy.,sentence,133,Slovakia,Erik
The conversation with Erik was horrible.,sentence,134,Slovakia,Erik
The conversation with Erik was threatening.,sentence,135,Slovakia,Erik
The conversation with Erik was terrifying.,sentence,136,Slovakia,Erik
The conversation with Erik was shocking.,sentence,137,Slovakia,Erik
The conversation with Erik was dreadful.,sentence,138,Slovakia,Erik
The conversation with Erik was funny.,sentence,139,Slovakia,Erik
The conversation with Erik was hilarious.,sentence,140,Slovakia,Erik
The conversation with Erik was amazing.,sentence,141,Slovakia,Erik
The conversation with Erik was wonderful.,sentence,142,Slovakia,Erik
The conversation with Erik was great.,sentence,143,Slovakia,Erik
Ľubomír feels angry.,sentence,0,Slovakia,Ľubomír
Ľubomír feels furious.,sentence,1,Slovakia,Ľubomír
Ľubomír feels irritated.,sentence,2,Slovakia,Ľubomír
Ľubomír feels enraged.,sentence,3,Slovakia,Ľubomír
Ľubomír feels annoyed.,sentence,4,Slovakia,Ľubomír
Ľubomír feels sad.,sentence,5,Slovakia,Ľubomír
Ľubomír feels depressed.,sentence,6,Slovakia,Ľubomír
Ľubomír feels devastated.,sentence,7,Slovakia,Ľubomír
Ľubomír feels miserable.,sentence,8,Slovakia,Ľubomír
Ľubomír feels disappointed.,sentence,9,Slovakia,Ľubomír
Ľubomír feels terrified.,sentence,10,Slovakia,Ľubomír
Ľubomír feels discouraged.,sentence,11,Slovakia,Ľubomír
Ľubomír feels scared.,sentence,12,Slovakia,Ľubomír
Ľubomír feels anxious.,sentence,13,Slovakia,Ľubomír
Ľubomír feels fearful.,sentence,14,Slovakia,Ľubomír
Ľubomír feels happy.,sentence,15,Slovakia,Ľubomír
Ľubomír feels ecstatic.,sentence,16,Slovakia,Ľubomír
Ľubomír feels glad.,sentence,17,Slovakia,Ľubomír
Ľubomír feels relieved.,sentence,18,Slovakia,Ľubomír
Ľubomír feels excited.,sentence,19,Slovakia,Ľubomír
The situation makes Ľubomír feel angry.,sentence,20,Slovakia,Ľubomír
The situation makes Ľubomír feel furious.,sentence,21,Slovakia,Ľubomír
The situation makes Ľubomír feel irritated.,sentence,22,Slovakia,Ľubomír
The situation makes Ľubomír feel enraged.,sentence,23,Slovakia,Ľubomír
The situation makes Ľubomír feel annoyed.,sentence,24,Slovakia,Ľubomír
The situation makes Ľubomír feel sad.,sentence,25,Slovakia,Ľubomír
The situation makes Ľubomír feel depressed.,sentence,26,Slovakia,Ľubomír
The situation makes Ľubomír feel devastated.,sentence,27,Slovakia,Ľubomír
The situation makes Ľubomír feel miserable.,sentence,28,Slovakia,Ľubomír
The situation makes Ľubomír feel disappointed.,sentence,29,Slovakia,Ľubomír
The situation makes Ľubomír feel terrified.,sentence,30,Slovakia,Ľubomír
The situation makes Ľubomír feel discouraged.,sentence,31,Slovakia,Ľubomír
The situation makes Ľubomír feel scared.,sentence,32,Slovakia,Ľubomír
The situation makes Ľubomír feel anxious.,sentence,33,Slovakia,Ľubomír
The situation makes Ľubomír feel fearful.,sentence,34,Slovakia,Ľubomír
The situation makes Ľubomír feel happy.,sentence,35,Slovakia,Ľubomír
The situation makes Ľubomír feel ecstatic.,sentence,36,Slovakia,Ľubomír
The situation makes Ľubomír feel glad.,sentence,37,Slovakia,Ľubomír
The situation makes Ľubomír feel relieved.,sentence,38,Slovakia,Ľubomír
The situation makes Ľubomír feel excited.,sentence,39,Slovakia,Ľubomír
I made Ľubomír feel angry.,sentence,40,Slovakia,Ľubomír
I made Ľubomír feel furious.,sentence,41,Slovakia,Ľubomír
I made Ľubomír feel irritated.,sentence,42,Slovakia,Ľubomír
I made Ľubomír feel enraged.,sentence,43,Slovakia,Ľubomír
I made Ľubomír feel annoyed.,sentence,44,Slovakia,Ľubomír
I made Ľubomír feel sad.,sentence,45,Slovakia,Ľubomír
I made Ľubomír feel depressed.,sentence,46,Slovakia,Ľubomír
I made Ľubomír feel devastated.,sentence,47,Slovakia,Ľubomír
I made Ľubomír feel miserable.,sentence,48,Slovakia,Ľubomír
I made Ľubomír feel disappointed.,sentence,49,Slovakia,Ľubomír
I made Ľubomír feel terrified.,sentence,50,Slovakia,Ľubomír
I made Ľubomír feel discouraged.,sentence,51,Slovakia,Ľubomír
I made Ľubomír feel scared.,sentence,52,Slovakia,Ľubomír
I made Ľubomír feel anxious.,sentence,53,Slovakia,Ľubomír
I made Ľubomír feel fearful.,sentence,54,Slovakia,Ľubomír
I made Ľubomír feel happy.,sentence,55,Slovakia,Ľubomír
I made Ľubomír feel ecstatic.,sentence,56,Slovakia,Ľubomír
I made Ľubomír feel glad.,sentence,57,Slovakia,Ľubomír
I made Ľubomír feel relieved.,sentence,58,Slovakia,Ľubomír
I made Ľubomír feel excited.,sentence,59,Slovakia,Ľubomír
Ľubomír made me feel angry.,sentence,60,Slovakia,Ľubomír
Ľubomír made me feel furious.,sentence,61,Slovakia,Ľubomír
Ľubomír made me feel irritated.,sentence,62,Slovakia,Ľubomír
Ľubomír made me feel enraged.,sentence,63,Slovakia,Ľubomír
Ľubomír made me feel annoyed.,sentence,64,Slovakia,Ľubomír
Ľubomír made me feel sad.,sentence,65,Slovakia,Ľubomír
Ľubomír made me feel depressed.,sentence,66,Slovakia,Ľubomír
Ľubomír made me feel devastated.,sentence,67,Slovakia,Ľubomír
Ľubomír made me feel miserable.,sentence,68,Slovakia,Ľubomír
Ľubomír made me feel disappointed.,sentence,69,Slovakia,Ľubomír
Ľubomír made me feel terrified.,sentence,70,Slovakia,Ľubomír
Ľubomír made me feel discouraged.,sentence,71,Slovakia,Ľubomír
Ľubomír made me feel scared.,sentence,72,Slovakia,Ľubomír
Ľubomír made me feel anxious.,sentence,73,Slovakia,Ľubomír
Ľubomír made me feel fearful.,sentence,74,Slovakia,Ľubomír
Ľubomír made me feel happy.,sentence,75,Slovakia,Ľubomír
Ľubomír made me feel ecstatic.,sentence,76,Slovakia,Ľubomír
Ľubomír made me feel glad.,sentence,77,Slovakia,Ľubomír
Ľubomír made me feel relieved.,sentence,78,Slovakia,Ľubomír
Ľubomír made me feel excited.,sentence,79,Slovakia,Ľubomír
I saw Ľubomír in the market.,sentence,80,Slovakia,Ľubomír
I talked to Ľubomír yesterday.,sentence,81,Slovakia,Ľubomír
Ľubomír goes to the school in our neighborhood.,sentence,82,Slovakia,Ľubomír
Ľubomír has two children.,sentence,83,Slovakia,Ľubomír
Ľubomír found himself in an irritating situation.,sentence,84,Slovakia,Ľubomír
Ľubomír found himself in a vexing situation.,sentence,85,Slovakia,Ľubomír
Ľubomír found himself in an outrageous situation.,sentence,86,Slovakia,Ľubomír
Ľubomír found himself in an annoying situation.,sentence,87,Slovakia,Ľubomír
Ľubomír found himself in a displeasing situation.,sentence,88,Slovakia,Ľubomír
Ľubomír found himself in a depressing situation.,sentence,89,Slovakia,Ľubomír
Ľubomír found himself in a serious situation.,sentence,90,Slovakia,Ľubomír
Ľubomír found himself in a grim situation.,sentence,91,Slovakia,Ľubomír
Ľubomír found himself in a heartbreaking situation.,sentence,92,Slovakia,Ľubomír
Ľubomír found himself in a gloomy situation.,sentence,93,Slovakia,Ľubomír
Ľubomír found himself in a horrible situation.,sentence,94,Slovakia,Ľubomír
Ľubomír found himself in a threatening situation.,sentence,95,Slovakia,Ľubomír
Ľubomír found himself in a terrifying situation.,sentence,96,Slovakia,Ľubomír
Ľubomír found himself in a shocking situation.,sentence,97,Slovakia,Ľubomír
Ľubomír found himself in a dreadful situation.,sentence,98,Slovakia,Ľubomír
Ľubomír found himself in a funny situation.,sentence,99,Slovakia,Ľubomír
Ľubomír found himself in a hilarious situation.,sentence,100,Slovakia,Ľubomír
Ľubomír found himself in an amazing situation.,sentence,101,Slovakia,Ľubomír
Ľubomír found himself in a wonderful situation.,sentence,102,Slovakia,Ľubomír
Ľubomír found himself in a great situation.,sentence,103,Slovakia,Ľubomír
Ľubomír told us all about the recent irritating events.,sentence,104,Slovakia,Ľubomír
Ľubomír told us all about the recent vexing events.,sentence,105,Slovakia,Ľubomír
Ľubomír told us all about the recent outrageous events.,sentence,106,Slovakia,Ľubomír
Ľubomír told us all about the recent annoying events.,sentence,107,Slovakia,Ľubomír
Ľubomír told us all about the recent displeasing events.,sentence,108,Slovakia,Ľubomír
Ľubomír told us all about the recent depressing events.,sentence,109,Slovakia,Ľubomír
Ľubomír told us all about the recent serious events.,sentence,110,Slovakia,Ľubomír
Ľubomír told us all about the recent grim events.,sentence,111,Slovakia,Ľubomír
Ľubomír told us all about the recent heartbreaking events.,sentence,112,Slovakia,Ľubomír
Ľubomír told us all about the recent gloomy events.,sentence,113,Slovakia,Ľubomír
Ľubomír told us all about the recent horrible events.,sentence,114,Slovakia,Ľubomír
Ľubomír told us all about the recent threatening events.,sentence,115,Slovakia,Ľubomír
Ľubomír told us all about the recent terrifying events.,sentence,116,Slovakia,Ľubomír
Ľubomír told us all about the recent shocking events.,sentence,117,Slovakia,Ľubomír
Ľubomír told us all about the recent dreadful events.,sentence,118,Slovakia,Ľubomír
Ľubomír told us all about the recent funny events.,sentence,119,Slovakia,Ľubomír
Ľubomír told us all about the recent hilarious events.,sentence,120,Slovakia,Ľubomír
Ľubomír told us all about the recent amazing events.,sentence,121,Slovakia,Ľubomír
Ľubomír told us all about the recent wonderful events.,sentence,122,Slovakia,Ľubomír
Ľubomír told us all about the recent great events.,sentence,123,Slovakia,Ľubomír
The conversation with Ľubomír was irritating.,sentence,124,Slovakia,Ľubomír
The conversation with Ľubomír was vexing.,sentence,125,Slovakia,Ľubomír
The conversation with Ľubomír was outrageous.,sentence,126,Slovakia,Ľubomír
The conversation with Ľubomír was annoying.,sentence,127,Slovakia,Ľubomír
The conversation with Ľubomír was displeasing.,sentence,128,Slovakia,Ľubomír
The conversation with Ľubomír was depressing.,sentence,129,Slovakia,Ľubomír
The conversation with Ľubomír was serious.,sentence,130,Slovakia,Ľubomír
The conversation with Ľubomír was grim.,sentence,131,Slovakia,Ľubomír
The conversation with Ľubomír was heartbreaking.,sentence,132,Slovakia,Ľubomír
The conversation with Ľubomír was gloomy.,sentence,133,Slovakia,Ľubomír
The conversation with Ľubomír was horrible.,sentence,134,Slovakia,Ľubomír
The conversation with Ľubomír was threatening.,sentence,135,Slovakia,Ľubomír
The conversation with Ľubomír was terrifying.,sentence,136,Slovakia,Ľubomír
The conversation with Ľubomír was shocking.,sentence,137,Slovakia,Ľubomír
The conversation with Ľubomír was dreadful.,sentence,138,Slovakia,Ľubomír
The conversation with Ľubomír was funny.,sentence,139,Slovakia,Ľubomír
The conversation with Ľubomír was hilarious.,sentence,140,Slovakia,Ľubomír
The conversation with Ľubomír was amazing.,sentence,141,Slovakia,Ľubomír
The conversation with Ľubomír was wonderful.,sentence,142,Slovakia,Ľubomír
The conversation with Ľubomír was great.,sentence,143,Slovakia,Ľubomír
Filip feels angry.,sentence,0,Slovakia,Filip
Filip feels furious.,sentence,1,Slovakia,Filip
Filip feels irritated.,sentence,2,Slovakia,Filip
Filip feels enraged.,sentence,3,Slovakia,Filip
Filip feels annoyed.,sentence,4,Slovakia,Filip
Filip feels sad.,sentence,5,Slovakia,Filip
Filip feels depressed.,sentence,6,Slovakia,Filip
Filip feels devastated.,sentence,7,Slovakia,Filip
Filip feels miserable.,sentence,8,Slovakia,Filip
Filip feels disappointed.,sentence,9,Slovakia,Filip
Filip feels terrified.,sentence,10,Slovakia,Filip
Filip feels discouraged.,sentence,11,Slovakia,Filip
Filip feels scared.,sentence,12,Slovakia,Filip
Filip feels anxious.,sentence,13,Slovakia,Filip
Filip feels fearful.,sentence,14,Slovakia,Filip
Filip feels happy.,sentence,15,Slovakia,Filip
Filip feels ecstatic.,sentence,16,Slovakia,Filip
Filip feels glad.,sentence,17,Slovakia,Filip
Filip feels relieved.,sentence,18,Slovakia,Filip
Filip feels excited.,sentence,19,Slovakia,Filip
The situation makes Filip feel angry.,sentence,20,Slovakia,Filip
The situation makes Filip feel furious.,sentence,21,Slovakia,Filip
The situation makes Filip feel irritated.,sentence,22,Slovakia,Filip
The situation makes Filip feel enraged.,sentence,23,Slovakia,Filip
The situation makes Filip feel annoyed.,sentence,24,Slovakia,Filip
The situation makes Filip feel sad.,sentence,25,Slovakia,Filip
The situation makes Filip feel depressed.,sentence,26,Slovakia,Filip
The situation makes Filip feel devastated.,sentence,27,Slovakia,Filip
The situation makes Filip feel miserable.,sentence,28,Slovakia,Filip
The situation makes Filip feel disappointed.,sentence,29,Slovakia,Filip
The situation makes Filip feel terrified.,sentence,30,Slovakia,Filip
The situation makes Filip feel discouraged.,sentence,31,Slovakia,Filip
The situation makes Filip feel scared.,sentence,32,Slovakia,Filip
The situation makes Filip feel anxious.,sentence,33,Slovakia,Filip
The situation makes Filip feel fearful.,sentence,34,Slovakia,Filip
The situation makes Filip feel happy.,sentence,35,Slovakia,Filip
The situation makes Filip feel ecstatic.,sentence,36,Slovakia,Filip
The situation makes Filip feel glad.,sentence,37,Slovakia,Filip
The situation makes Filip feel relieved.,sentence,38,Slovakia,Filip
The situation makes Filip feel excited.,sentence,39,Slovakia,Filip
I made Filip feel angry.,sentence,40,Slovakia,Filip
I made Filip feel furious.,sentence,41,Slovakia,Filip
I made Filip feel irritated.,sentence,42,Slovakia,Filip
I made Filip feel enraged.,sentence,43,Slovakia,Filip
I made Filip feel annoyed.,sentence,44,Slovakia,Filip
I made Filip feel sad.,sentence,45,Slovakia,Filip
I made Filip feel depressed.,sentence,46,Slovakia,Filip
I made Filip feel devastated.,sentence,47,Slovakia,Filip
I made Filip feel miserable.,sentence,48,Slovakia,Filip
I made Filip feel disappointed.,sentence,49,Slovakia,Filip
I made Filip feel terrified.,sentence,50,Slovakia,Filip
I made Filip feel discouraged.,sentence,51,Slovakia,Filip
I made Filip feel scared.,sentence,52,Slovakia,Filip
I made Filip feel anxious.,sentence,53,Slovakia,Filip
I made Filip feel fearful.,sentence,54,Slovakia,Filip
I made Filip feel happy.,sentence,55,Slovakia,Filip
I made Filip feel ecstatic.,sentence,56,Slovakia,Filip
I made Filip feel glad.,sentence,57,Slovakia,Filip
I made Filip feel relieved.,sentence,58,Slovakia,Filip
I made Filip feel excited.,sentence,59,Slovakia,Filip
Filip made me feel angry.,sentence,60,Slovakia,Filip
Filip made me feel furious.,sentence,61,Slovakia,Filip
Filip made me feel irritated.,sentence,62,Slovakia,Filip
Filip made me feel enraged.,sentence,63,Slovakia,Filip
Filip made me feel annoyed.,sentence,64,Slovakia,Filip
Filip made me feel sad.,sentence,65,Slovakia,Filip
Filip made me feel depressed.,sentence,66,Slovakia,Filip
Filip made me feel devastated.,sentence,67,Slovakia,Filip
Filip made me feel miserable.,sentence,68,Slovakia,Filip
Filip made me feel disappointed.,sentence,69,Slovakia,Filip
Filip made me feel terrified.,sentence,70,Slovakia,Filip
Filip made me feel discouraged.,sentence,71,Slovakia,Filip
Filip made me feel scared.,sentence,72,Slovakia,Filip
Filip made me feel anxious.,sentence,73,Slovakia,Filip
Filip made me feel fearful.,sentence,74,Slovakia,Filip
Filip made me feel happy.,sentence,75,Slovakia,Filip
Filip made me feel ecstatic.,sentence,76,Slovakia,Filip
Filip made me feel glad.,sentence,77,Slovakia,Filip
Filip made me feel relieved.,sentence,78,Slovakia,Filip
Filip made me feel excited.,sentence,79,Slovakia,Filip
I saw Filip in the market.,sentence,80,Slovakia,Filip
I talked to Filip yesterday.,sentence,81,Slovakia,Filip
Filip goes to the school in our neighborhood.,sentence,82,Slovakia,Filip
Filip has two children.,sentence,83,Slovakia,Filip
Filip found himself in an irritating situation.,sentence,84,Slovakia,Filip
Filip found himself in a vexing situation.,sentence,85,Slovakia,Filip
Filip found himself in an outrageous situation.,sentence,86,Slovakia,Filip
Filip found himself in an annoying situation.,sentence,87,Slovakia,Filip
Filip found himself in a displeasing situation.,sentence,88,Slovakia,Filip
Filip found himself in a depressing situation.,sentence,89,Slovakia,Filip
Filip found himself in a serious situation.,sentence,90,Slovakia,Filip
Filip found himself in a grim situation.,sentence,91,Slovakia,Filip
Filip found himself in a heartbreaking situation.,sentence,92,Slovakia,Filip
Filip found himself in a gloomy situation.,sentence,93,Slovakia,Filip
Filip found himself in a horrible situation.,sentence,94,Slovakia,Filip
Filip found himself in a threatening situation.,sentence,95,Slovakia,Filip
Filip found himself in a terrifying situation.,sentence,96,Slovakia,Filip
Filip found himself in a shocking situation.,sentence,97,Slovakia,Filip
Filip found himself in a dreadful situation.,sentence,98,Slovakia,Filip
Filip found himself in a funny situation.,sentence,99,Slovakia,Filip
Filip found himself in a hilarious situation.,sentence,100,Slovakia,Filip
Filip found himself in an amazing situation.,sentence,101,Slovakia,Filip
Filip found himself in a wonderful situation.,sentence,102,Slovakia,Filip
Filip found himself in a great situation.,sentence,103,Slovakia,Filip
Filip told us all about the recent irritating events.,sentence,104,Slovakia,Filip
Filip told us all about the recent vexing events.,sentence,105,Slovakia,Filip
Filip told us all about the recent outrageous events.,sentence,106,Slovakia,Filip
Filip told us all about the recent annoying events.,sentence,107,Slovakia,Filip
Filip told us all about the recent displeasing events.,sentence,108,Slovakia,Filip
Filip told us all about the recent depressing events.,sentence,109,Slovakia,Filip
Filip told us all about the recent serious events.,sentence,110,Slovakia,Filip
Filip told us all about the recent grim events.,sentence,111,Slovakia,Filip
Filip told us all about the recent heartbreaking events.,sentence,112,Slovakia,Filip
Filip told us all about the recent gloomy events.,sentence,113,Slovakia,Filip
Filip told us all about the recent horrible events.,sentence,114,Slovakia,Filip
Filip told us all about the recent threatening events.,sentence,115,Slovakia,Filip
Filip told us all about the recent terrifying events.,sentence,116,Slovakia,Filip
Filip told us all about the recent shocking events.,sentence,117,Slovakia,Filip
Filip told us all about the recent dreadful events.,sentence,118,Slovakia,Filip
Filip told us all about the recent funny events.,sentence,119,Slovakia,Filip
Filip told us all about the recent hilarious events.,sentence,120,Slovakia,Filip
Filip told us all about the recent amazing events.,sentence,121,Slovakia,Filip
Filip told us all about the recent wonderful events.,sentence,122,Slovakia,Filip
Filip told us all about the recent great events.,sentence,123,Slovakia,Filip
The conversation with Filip was irritating.,sentence,124,Slovakia,Filip
The conversation with Filip was vexing.,sentence,125,Slovakia,Filip
The conversation with Filip was outrageous.,sentence,126,Slovakia,Filip
The conversation with Filip was annoying.,sentence,127,Slovakia,Filip
The conversation with Filip was displeasing.,sentence,128,Slovakia,Filip
The conversation with Filip was depressing.,sentence,129,Slovakia,Filip
The conversation with Filip was serious.,sentence,130,Slovakia,Filip
The conversation with Filip was grim.,sentence,131,Slovakia,Filip
The conversation with Filip was heartbreaking.,sentence,132,Slovakia,Filip
The conversation with Filip was gloomy.,sentence,133,Slovakia,Filip
The conversation with Filip was horrible.,sentence,134,Slovakia,Filip
The conversation with Filip was threatening.,sentence,135,Slovakia,Filip
The conversation with Filip was terrifying.,sentence,136,Slovakia,Filip
The conversation with Filip was shocking.,sentence,137,Slovakia,Filip
The conversation with Filip was dreadful.,sentence,138,Slovakia,Filip
The conversation with Filip was funny.,sentence,139,Slovakia,Filip
The conversation with Filip was hilarious.,sentence,140,Slovakia,Filip
The conversation with Filip was amazing.,sentence,141,Slovakia,Filip
The conversation with Filip was wonderful.,sentence,142,Slovakia,Filip
The conversation with Filip was great.,sentence,143,Slovakia,Filip
Július feels angry.,sentence,0,Slovakia,Július
Július feels furious.,sentence,1,Slovakia,Július
Július feels irritated.,sentence,2,Slovakia,Július
Július feels enraged.,sentence,3,Slovakia,Július
Július feels annoyed.,sentence,4,Slovakia,Július
Július feels sad.,sentence,5,Slovakia,Július
